"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"KQ9J5E5I","journalArticle","2024","Zhang, H.; Bai, X.; Dong, H.; Zhang, H.","Modelling and Prediction of Process Parameters with Low Energy Consumption in Wire Arc Additive Manufacturing Based on Machine Learning","Metals","","20754701 (ISSN)","10.3390/met14050567","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194277303&doi=10.3390%2fmet14050567&partnerID=40&md5=71e78d49b0f610549a36147e89515411","Wire arc additive manufacturing (WAAM) has attracted increasing interest in industry and academia due to its capability to produce large and complex metallic components at a high deposition rate. One of the basic tasks in WAAM is to determine appropriate process parameters, which will directly affect the morphology and quality of the weld bead. However, the selection of process parameters relies heavily on empirical data from trial-and-error experiments, which results in significant time and cost expenditures. This paper employed different machine learning models, including SVR, BPNN, and XGBoost, to predict process parameters for WAAM. Furthermore, the SVR model was optimized by the Genetic Algorithm (GA) and Particle Swarm Optimization (PSO) algorithms. A 3D laser scanner was employed to obtain the weld bead’s point cloud, and the weld bead size was extracted using the point cloud processing algorithm as the training data. The K-fold cross-validation strategy was applied to train and validate machine learning models. The comparison results showed that PSO–SVR predicted process parameters with the highest precision, with the RMSE, R2, and MAE being 1.1670, 0.9879, and 0.8310, respectively. Based on the process parameters produced by PSO–SVR, an optimal process parameter combination was chosen by taking into comprehensive consideration the impacts of power consumption and efficiency. The effectiveness of the process parameter optimization method was proved through three groups of validation experiments, with the energy consumption of the first two groups decreasing by 10.68% and 11.47%, respectively. © 2024 by the authors.","2024","2024-12-14 21:09:54","2024-12-14 21:50:40","","","","5","14","","Metals","","","","","","","","English","","","Scopus","","","","Publisher: Multidisciplinary Digital Publishing Institute (MDPI)","<p>Export Date: 14 December 2024; Cited By: 2; Correspondence Address: X. Bai; School of Mechanical Engineering, University of South China, Hengyang, 421001, China; email: pancard@126.com</p>; <p>Export Date: 14 December 2024; Cited By: 2; Correspondence Address: X. Bai; School of Mechanical Engineering, University of South China, Hengyang, 421001, China; email: pancard@126.com</p>","","","machine learning; WAAM; point cloud; process parameters; SVR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2IFNQP36","journalArticle","2024","Mattera, G.; Yap, E.W.; Polden, J.; Brown, E.; Nele, L.; Van Duin, S.","Utilising unsupervised machine learning and IoT for cost-effective anomaly detection in multi-layer wire arc additive manufacturing","International Journal of Advanced Manufacturing Technology","","02683768 (ISSN)","10.1007/s00170-024-14648-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207700106&doi=10.1007%2fs00170-024-14648-8&partnerID=40&md5=f8df1f4f0e456cfdd165f37c3a00abd2","Wire arc additive manufacturing (WAAM) is an additive manufacturing process for building large-sized metal components using gas metal arc welding technology. Detecting defects during deposition is critical for halting production of low-quality components, thereby reducing waste and associated costs, and allowing timely process adjustments. This necessitates the integration of online anomaly detection systems in modern WAAM systems. While most existing methods rely on high-frequency data acquisition, this research explores the feasibility of using low-cost and low-frequency acquisition systems for anomaly detection, leveraging the advancements in Industry 4.0 and IoT protocols like MQTT. This study presents an IoT-driven intelligent system for WAAM, where data is collected at a low frequency of 10 Hz and processed using unsupervised machine learning techniques to develop an anomaly detection service. The methodology involves using a data-driven model to forecast WAAM process variables and detect anomalies through a Gaussian mixture model based on estimation errors between model estimation and real values collected from the process. The results obtained from various models were compared, specifically polynomial autoregression with exogenous variables (polyARX), autoregressive neural network with exogenous variables (ARXNN), and long short-term memory (LSTM). The proposed system demonstrated high performance in anomaly detection, achieving an F2-score of 90.4% with the LSTM model and 86.28% with the ARXNN model when used to forecast the WAAM process. These results are comparable to performance reached with supervised machine learning algorithms or with results reached by previous studies which employ high-frequency data. Furthermore, the results show that low-frequency data, when processed with complex ML techniques, can reduce the chance of missing anomalies by 40% compared to traditional statistical methods, thanks to a higher recall. Finally, the implementation of the system using containerisation technologies like Docker was discussed, and post-deployment results confirmed the findings. Additionally, a graphical user interface was developed for operator interaction, utilising emerging IoT technologies such as Grafana and SQL databases, which represent additional parts of the IoT-driven intelligent WAAM system proposed in this work. © The Author(s), under exclusive licence to Springer-Verlag London Ltd., part of Springer Nature 2024.","2024","2024-12-14 21:09:55","2024-12-14 21:53:11","","2957-2974","","5-6","135","","Int J Adv Manuf Technol","","","","","","","","English","","","Scopus","","","","Publisher: Springer Science and Business Media Deutschland GmbH","<p>Export Date: 14 December 2024; Cited By: 1; Correspondence Address: G. Mattera; Department of Chemical, Materials and Industrial Manufacturing Engineering, University of Naples Federico II, Naples, 80125, Italy; email: giulio.mattera@unina.it; CODEN: IJATE</p>; <p>Export Date: 14 December 2024; Cited By: 1; Correspondence Address: G. Mattera; Department of Chemical, Materials and Industrial Manufacturing Engineering, University of Naples Federico II, Naples, 80125, Italy; email: giulio.mattera@unina.it; CODEN: IJATE</p>","","","Machine learning; Machine-learning; Wire arc; Wire arc additive manufacturing; Anomaly detection; Additive manufacturing process; Carbon dioxide arc welding; Polynomial regression; Defect detection; Unsupervised machine learning; Magnetic couplings; Ring springs; Industry 4.0; Semi-supervised learning; Arc welding; Arc-welding; Cost reduction; Electronic assessment; Frequency estimation; Gaussian distribution; High frequency data; Hydrostatic bearings; Internet of Things; Jewel bearings; Leaf springs; Lower frequencies; Nonmetallic bearings; Screws; Shear walls; Submerged arc welding; Technological forecasting; Thrust bearings","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y8DR67F6","conferencePaper","2024","Sotubadi, S.V.; Hendrickson, N.; Nguyen, V.","INTEGRATED DATA PROCESSING AND MODEL SELECTION IN MACHINE LEARNING FRAMEWORK DEVELOPMENT TO PREDICT DIMENSIONAL ERRORS IN WIRE ARC ADDITIVE MANUFACTURING (WAAM)","Proc. ASME Int. Manuf. Sci. Eng. Conf., MSEC","978-079188810-0 (ISBN)","","10.1115/MSEC2024-125172","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203713895&doi=10.1115%2fMSEC2024-125172&partnerID=40&md5=2571a76888d6c7618f3fac6a1d206acb","In-situ monitoring of Wire Arc Additive Manufacturing (WAAM) is crucial to provide real-time insights into the process for corrective feedback. Machine Learning (ML) approaches have proven to provide reasonable correlations between the input data and the process outputs in WAAM. However, there is a lack of knowledge with the development of an integrated ML development framework to address the simultaneous consideration of data processing and ML model development. This study aims to provide a search method to select ML frameworks with the combination of data processing and ML models with holistic performance metrics. Acoustic, welding current, welding fume, and the plate temperature datasets were collected during each printing operation. Subsequently, the collected datasets were preprocessed and used for feature extraction of the input data based on the intrinsic physical behavior of each time series dataset. The processed and extracted features were used to train six ML regression models to predict the corresponding measured height of the WAAM-printed workpieces. Mean Square Error (MSE), Mean Absolute Percentage Error (MAPE), and R-Squared metrics were then used to compare the performance of each of the regression models. Therefore, this study efficiently searches among different integrated ML frameworks to result in the combination of the data processing method and ML model with the best performance for the prediction of height in WAAM. © 2024 by ASME.","2024","2024-12-14 21:09:55","2024-12-14 21:53:09","","","","","1","","","","","","","","American Society of Mechanical Engineers (ASME)","","English","","","Scopus","","","","Journal Abbreviation: Proc. ASME Int. Manuf. Sci. Eng. Conf., MSEC","<p>Export Date: 14 December 2024; Cited By: 0; Correspondence Address: S.V. Sotubadi; Department of Mechanical Engineering, Engineering Mechanics Michigan Technological University, Houghton, 49931, United States; email: svalizad@mtu.edu; Conference name: ASME 2024 19th International Manufacturing Science and Engineering Conference, MSEC 2024; Conference date: 17 June 2024 through 21 June 2024; Conference code: 202041</p>; <p>Export Date: 14 December 2024; Cited By: 0; Correspondence Address: S.V. Sotubadi; Department of Mechanical Engineering, Engineering Mechanics Michigan Technological University, Houghton, 49931, United States; email: svalizad@mtu.edu; Conference name: ASME 2024 19th International Manufacturing Science and Engineering Conference, MSEC 2024; Conference date: 17 June 2024 through 21 June 2024; Conference code: 202041</p>","","","Machine-learning; Wire arc; Smart manufacturing; Machine learning models; Network security; Performance; Learning frameworks; Data assimilation; Data processing and modeling; Data reduction; Gluing; In situ processing; Integrated data; Integrated machines; Model Selection; Regression modelling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of ASME 2024 19th International Manufacturing Science and Engineering Conference, MSEC 2024","","","","","","","","","","","","","","",""
"4DN94R6X","conferencePaper","2022","Hebert, D.; Thien, A.; Saldana, C.","ACOUSTIC PROCESS MONITORING OF CONTACT TIP TO WORK PIECE DISTANCE IN WIRE ARC ADDITIVE MANUFACTURING BY RANDOM FOREST ALGORITHMS","Proc. ASME Int. Manuf. Sci. Eng. Conf., MSEC","978-079188580-2 (ISBN)","","10.1115/MSEC2022-85404","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140909768&doi=10.1115%2fMSEC2022-85404&partnerID=40&md5=c79a1641a33cb7f6147b1f36fdcbb207","Wire arc additive manufacturing(WAAM) is a metal additive process that allows for constructing diverse parts using an electric arc and metal wire feed stock. It provides higher deposition rates and larger build areas that make it an attractive technology for industry. An important element of WAAM process control is maintaining specific contact tip to work-piece distance (CTWD). Cumulative errors caused by modeling inaccuracies and thermal conditions can create an increase in CTWD during processing. In the present study, acoustic signals were investigated as a non-invasive form of monitoring this phenomenon and were compared with traditional current-based sensing approaches. Experiments were conducted across a range of controlled CTWD conditions. From the acoustic signals, 35 different statistical features were extracted and machine learning strategies were utilized to correlate them to the CTWD. Random forests composed of 50 trees each were chosen to classify the CTWD into three different levels of CTWD granularity. The ability of random forest algorithms to detect varying levels of CTWD was investigated and the models showed limited performance especially for high granularity CTWD predictions when compared to current sensing approaches. The implications for these results in rapid implementation for high-level process monitoring of process condition are briefly discussed.  Copyright © 2022 by ASME.","2022","2024-12-14 21:09:55","2024-12-14 21:50:32","","","","","1","","","","","","","","American Society of Mechanical Engineers","","English","","","Scopus","","","","Journal Abbreviation: Proc. ASME Int. Manuf. Sci. Eng. Conf., MSEC","<p>Export Date: 14 December 2024; Cited By: 2; Conference name: ASME 2022 17th International Manufacturing Science and Engineering Conference, MSEC 2022; Conference date: 27 June 2022 through 1 July 2022; Conference code: 183161</p>; <p>Export Date: 14 December 2024; Cited By: 2; Conference name: ASME 2022 17th International Manufacturing Science and Engineering Conference, MSEC 2022; Conference date: 27 June 2022 through 1 July 2022; Conference code: 183161</p>","","","Machine learning; Machine-learning; Random forests; Wire arc; Additives; Deposition rates; Process control; Process monitoring; Wire; 3D printers; Manufacturing IS; Metal additives; Additive Manufacturing; Machine Learning; Decision trees; Acoustic signals; Electric arcs; Acoustic process; Additive process; Feed stock; Metal wires; Random forest algorithm; Wire Arc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of ASME 2022 17th International Manufacturing Science and Engineering Conference, MSEC 2022","","","","","","","","","","","","","","",""
"MU6BT8LK","conferencePaper","2023","Shatagin, D.; Zhelonkin, M.; Klochkova, N.; Bashkov, A.; Davydov, A.","Diagnostics and control of layers' geometric parameters in wire arc additive manufacturing","AIP Conf. Proc.","0094243X (ISSN)","","10.1063/5.0161950","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176604180&doi=10.1063%2f5.0161950&partnerID=40&md5=967a25f6c0492ead265d6803c9132cc2","Nowadays, the industrial enterprises show the increased interest in WAAM technology. However, there are a number of constraints preventing the integration of this technology into production. The most urgent issues are related with the quality assurance of the produced billets. Therefore, the purpose of the presented study is to assess the influence of WAAM modes on the geometric parameters of the billet's layers and to develop a method of control and diagnostics of the process using approaches of nonlinear dynamics and machine learning. The studies were conducted on a hybrid CNC machining center with the WAAM function. In the process of a multifactorial experiment, the walls with a height of 10 layers were grown in a wide range of values of the specific energy of surfacing. After the formation of each layer, its geometric parameters were measured: width and height in ten different sections. In parallel, the time se-ries of the acoustic emission signal in the substrate material, the current strength and the voltage of the electric arc were recorded. These signals were the basis for the reconstruction of the dynamical system's phase portraits. It is shown that an increase in the surfacing current leads to a monotonous increase in the values of the width and thick-ness of the layer, and an increase in voltage leads to a decrease in the height of the layers and an increase in the thick-ness. Changing the surfacing modes leads to a restructuring of the dynamic system's phase portrait and change in the values of the fractal dimension, the largest Lyapunov exponent and informational entropy. To guarantee the stability of the geometric parameters of the layers, the technique for diagnosing the 3D printing process using a nonlinear auto-regressive model with an external input (NARX) was proposed and tested. Optimal hyperparameters of the model were obtained: the number of hidden layers and the time delay of signals. The maximum achieved accuracy of the model was 12%. © 2023 Author(s).","2023","2024-12-14 21:09:55","2024-12-14 21:53:10","","","","","2999","","","","","","","","American Institute of Physics Inc.","","English","","","Scopus","","","","Issue: 1 Journal Abbreviation: AIP Conf. Proc.","<p>Export Date: 14 December 2024; Cited By: 1; Correspondence Address: D. Shatagin; Nizhny Novgorod State Technical University N.a. R.E. Alekseev, Nizhny Novgorod, 603950, Russian Federation; email: dmitsanych@gmail.com; Conference name: 2nd International Scientific and Practical Conference onTechnologies, Materials Science and Engineering, EEA 2023; Conference date: 5 April 2023 through 7 April 2023; Conference code: 190481</p>; <p>Export Date: 14 December 2024; Cited By: 1; Correspondence Address: D. Shatagin; Nizhny Novgorod State Technical University N.a. R.E. Alekseev, Nizhny Novgorod, 603950, Russian Federation; email: dmitsanych@gmail.com; Conference name: 2nd International Scientific and Practical Conference onTechnologies, Materials Science and Engineering, EEA 2023; Conference date: 5 April 2023 through 7 April 2023; Conference code: 190481</p>","","","","","Gibadullin A.; Sadullozoda S.; Morkovkin D.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AIP Conference Proceedings","","","","","","","","","","","","","","",""
"QHSZJAQ6","journalArticle","2023","Cheepu, M.","Machine Learning Approach for the Prediction of Defect Characteristics in Wire Arc Additive Manufacturing","Transactions of the Indian Institute of Metals","","09722815 (ISSN)","10.1007/s12666-022-02715-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136143645&doi=10.1007%2fs12666-022-02715-1&partnerID=40&md5=8ca6d801ff6b2624ffaecff9528c798b","Additive manufacturing (AM) technology is becoming one of the demanding manufacturing methods for various applications. Various AM methods have been developed to produce the near net shape components with complex geometry to increase productivity. On the other hand, standards for processing, testing, and quality control are under development. Wire arc additive manufacturing (WAAM) can produce large-size components using different welding processes. Quality is a significant concern for AM components, and mainly the variations in product quality cause a major barrier to the general application of WAAM in a production environment. To solve this issue, welding arc stability, voltage, arc length, and bead geometry formation sensors have been widely used to detect defects of WAAM deposits. The present study introduces an acquiring data system from the welding arc to identify the defects in WAAM and make a new wave of WAAM-related data available. The experimental findings and predicted data provide a valuable resource for achieving unique insight into WAAM processes and decision-making. Machine learning (ML) offers the opportunity to advance this insight by learning fundamental knowledge about WAAM processes and identifying predictive and actionable suggestions to optimize part quality and process design. The analysis of the defects of the first layer and successive layers data has been used to train the ML models and predict the WAAM process defects of further layers. The predictive models successfully developed the new prediction algorithms to detect the defects in WAAM deposited layers. The validation test was suitable for predicting the defects during the deposition process. © 2022, The Indian Institute of Metals - IIM.","2023","2024-12-14 21:09:55","2024-12-14 21:50:37","","447-455","","2","76","","Trans. Indian Inst. Met.","","","","","","","","English","","","Scopus","","","","Publisher: Springer","<p>Export Date: 14 December 2024; Cited By: 24; Correspondence Address: M. Cheepu; Super-TIG Welding Co., Ltd., Busan, 46722, South Korea; email: muralicheepu@gmail.com</p>; <p>Export Date: 14 December 2024; Cited By: 24; Correspondence Address: M. Cheepu; Super-TIG Welding Co., Ltd., Busan, 46722, South Korea; email: muralicheepu@gmail.com</p>","","","Machine learning; Wire arc additive manufacturing; Defects; Stainless steel; Gas tungsten arc welding; Microstructure; Random forest","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NXR5KTMQ","journalArticle","2022","Chen, H.; Yaseer, A.; Zhang, Y.","Top Surface Roughness Modeling for Robotic Wire Arc Additive Manufacturing","Journal of Manufacturing and Materials Processing","","25044494 (ISSN)","10.3390/jmmp6020039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127425643&doi=10.3390%2fjmmp6020039&partnerID=40&md5=d35bf4c4102b3c11ad6e814e94e5ac39","Wire Arc Additive Manufacturing (WAAM) has many applications in fabricating complex metal parts. However, controlling surface roughness is very challenging in WAAM processes. Typically, machining methods are applied to reduce the surface roughness after a part is fabricated, which is costly and ineffective. Therefore, controlling the WAAM process parameters to achieve better surface roughness is important. This paper proposes a machine learning method based on Gaussian Process Regression to construct a model between the WAAM process parameters and top surface roughness. In order to measure the top surface roughness of a manufactured part, a 3D laser measurement system is developed. The experimental datasets are collected and then divided into training and testing datasets. A top surface roughness model is then constructed using the training datasets and verified using the testing datasets. Experimental results demonstrate that the proposed method achieves less than 50 µm accuracy in surface roughness prediction. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","2022","2024-12-14 21:09:55","2024-12-14 21:50:35","","","","2","6","","J. Manuf. Mater. Process.","","","","","","","","English","","","Scopus","","","","Publisher: MDPI","<p>Export Date: 14 December 2024; Cited By: 12; Correspondence Address: H. Chen; Ingram School of Engineering, Texas State University, San Marcos, 78666, United States; email: heping.chen@txstate.edu</p>; <p>Export Date: 14 December 2024; Cited By: 12; Correspondence Address: H. Chen; Ingram School of Engineering, Texas State University, San Marcos, 78666, United States; email: heping.chen@txstate.edu</p>","","","wire arc additive manufacturing (WAAM); industrial robot; roughness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AZLUTDVH","conferencePaper","2022","Shatagin, D.; Anosov, M.; Galkin, A.; Klochkova, N.","Optimization of 3d printing modes for electric arc surfacing using a digital twin of the process","Mater. Sci. Forum","02555476 (ISSN); 978-303571841-6 (ISBN)","","10.4028/p-v4165r","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127222104&doi=10.4028%2fp-v4165r&partnerID=40&md5=068555dde8cde95bc2f180a656118f57","The article proposes a method for choosing the optimal modes of 3D printing by electric arc surfacing on CNC machines using a digital twin of the process. As a digital twin, a neural network model is used that approximates the dependence of the stability of the surfacing process and the geometric parameters of the printed layer on the surfacing modes: voltage, current and minute feed. The possibility of optimizing 3D printing modes using neural network modeling based on a modified backpropagation method is shown. © 2022 Trans Tech Publications Ltd, Switzerland.","2022","2024-12-14 21:09:55","2024-12-14 21:09:55","","414-419","","","1052 MSF","","","","","","","","Trans Tech Publications Ltd","","English","","","Scopus","","","","Journal Abbreviation: Mater. Sci. Forum","<p>Export Date: 14 December 2024; Cited By: 0; Correspondence Address: D. Shatagin; Nizhny Novgorod State Technical University, Nizhny Novgorod, Russian Federation; email: dmitsanych@gmail.com; Conference name: 4th International Russian Conference on Materials Science and Metallurgical Technology, RusMetalCon 2021; Conference date: 21 September 2021 through 23 September 2021; Conference code: 274609; CODEN: MSFOE</p>","","","Machine learning; 3D printing; Optimization; WAAM; Neural network; Digital twin; Cyber-physical system; Hybrid system","","Radionov A.A.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Materials Science Forum","","","","","","","","","","","","","","",""
"LDNA24JT","journalArticle","2024","Mattera, G.; Caggiano, A.; Nele, L.","Optimal data-driven control of manufacturing processes using reinforcement learning: an application to wire arc additive manufacturing","Journal of Intelligent Manufacturing","","09565515 (ISSN)","10.1007/s10845-023-02307-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182709118&doi=10.1007%2fs10845-023-02307-w&partnerID=40&md5=3f1f9a7f30b1bee4be27f69216e5922d","Nowadays, artificial intelligence (AI) has become a crucial Key Enabling Technology with extensive application in diverse industrial sectors. Recently, considerable focus has been directed towards utilizing AI for the development of optimal control in industrial processes. In particular, reinforcement learning (RL) techniques have made significant advancements, enabling their application to data-driven problem-solving for the control of complex systems. Since industrial manufacturing processes can be treated as MIMO non-linear systems, RL can be used to develop complex data-driven intelligent decision-making or control systems. In this work, the workflow for developing a RL application for industrial manufacturing processes, including reward function setup, development of reduced order models and control policy construction, is addressed, and a new process-based reward function is proposed. To showcase the proposed approach, a case study is developed with reference to a wire arc additive manufacturing (WAAM) process. Based on experimental tests, a Reduced Order Model of the system is obtained and a Deep Deterministic Policy Gradient Controller is trained with aim to produce a simple geometry. Particular attention is given to the sim-to-real process by developing a WAAM simulator which allows to simulate the process in a realistic environment and to generate the code to be deployed on the motion platform controller. © 2024, The Author(s).","2024","2024-12-14 21:09:55","2024-12-14 21:53:14","","","","","","","J Intell Manuf","","","","","","","","English","","","Scopus","","","","Publisher: Springer","<p>Export Date: 14 December 2024; Cited By: 13; Correspondence Address: G. Mattera; Department of Chemical, Materials and Production Engineering, University of Naples Federico II, Naples, P.le Tecchio 80, 80125, Italy; email: giulio.mattera@unina.it; CODEN: JIMNE</p>; <p>Export Date: 14 December 2024; Cited By: 13; Correspondence Address: G. Mattera; Department of Chemical, Materials and Production Engineering, University of Naples Federico II, Naples, P.le Tecchio 80, 80125, Italy; email: giulio.mattera@unina.it; CODEN: JIMNE</p>; <p>Export Date: 14 December 2024; Cited By: 13; Correspondence Address: G. Mattera; Department of Chemical, Materials and Production Engineering, University of Naples Federico II, Naples, P.le Tecchio 80, 80125, Italy; email: giulio.mattera@unina.it; CODEN: JIMNE</p>","","","Machine learning; Machine-learning; Wire arc; Wire arc additive manufacturing; 3D printing; Additives; Process control; Decision making; Industry 4.0; Controllers; Industrial manufacturing process; Linear systems; Optimal control; Optimal controls; Optimal data; Reduced order modelling; Reduced-order model; Reinforcement learning; Reinforcement learnings; Reward function","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y4ZIPWC3","journalArticle","2024","He, F.; Yuan, L.; Mu, H.; Ros, M.; Ding, D.; Li, H.; Pan, Z.","Integrating human expertise to optimize the fabrication of parts with complex geometries in WAAM","Journal of Manufacturing Systems","","02786125 (ISSN)","10.1016/j.jmsy.2024.04.025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193610212&doi=10.1016%2fj.jmsy.2024.04.025&partnerID=40&md5=cba109338b7d4bc3e6e0d54be21558a4","Wire arc additive manufacturing (WAAM) has emerged as a versatile solution for fabricating parts with complex geometries in recent years. However, the existing deposition parameter planning methods struggle to offer continuous and precise parameters when the part geometry varies dynamically due to the long-term dependence, strong coupling, and hysteresis properties of the WAAM process. To address this challenge, this research introduces an advanced algorithm for generating accurate and continuous deposition parameters by learning and utilizing the welding skills of proficient human welders. The first step involves capturing kinematic and welding parameter data from proficient human welders during practical welding processes. Following this, a human skill learning algorithm is developed based on a combination of the adaptive neuro-fuzzy inference system (ANFIS) architecture and particle swarm optimization (PSO) to analyse and model human motions and bead deposition results. Lastly, a practical backward model is established to generate continuous deposition parameters for weld beads with varying geometry. The effectiveness of the proposed algorithm is validated through the fabrication of two practical WAAM parts. The root mean square error (RMSE) values between the target geometry and the ground truth geometry of the parts are 0.1648 and 0.1805 respectively. The result demonstrates the algorithm's superior ability in optimal deposition parameters planning for fabricating parts with complex geometries. © 2024 The Society of Manufacturing Engineers","2024","2024-12-14 21:09:55","2024-12-14 21:50:33","","858-868","","","74","","J Manuf Syst","","","","","","","","English","","","Scopus","","","","Publisher: Elsevier B.V.","<p>Export Date: 14 December 2024; Cited By: 2; Correspondence Address: L. Yuan; School of Mechanical and Power Engineering, Nanjing Tech University, Nanjing, 211816, China; email: leiy@uow.edu.au; CODEN: JMSYE</p>; <p>Export Date: 14 December 2024; Cited By: 2; Correspondence Address: L. Yuan; School of Mechanical and Power Engineering, Nanjing Tech University, Nanjing, 211816, China; email: leiy@uow.edu.au; CODEN: JMSYE</p>","","","Machine learning; Machine-learning; Wire arc; Wire arc additive manufacturing; 3D printing; Additives; Wire arc additive manufacturing (WAAM); Deposition; Geometry; Fabrication; Learning algorithms; Fuzzy inference; Mean square error; E-learning; Complex geometries; Continous deposition; Deposition Parameters; Fuzzy neural networks; Fuzzy systems; Human expertise; Human motion; Human motions; Human welders; Parameter estimation; Particle swarm optimization (PSO); Virtual reality; Virtual reality (VR)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q8B4KGKM","conferencePaper","2023","Vincent, A.; Natarajan, H.","Machine Learning Approach to Predict Bead Height and Width in Wire Arc Additive Manufacturing Sample","SAE Techni. Paper.","01487191 (ISSN)","","10.4271/2023-28-0145","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179522260&doi=10.4271%2f2023-28-0145&partnerID=40&md5=0d35f86e7a3c4287504ccb16884cbfc6","Wire Arc Additive Manufacturing (WAAM) is a type of 3D printing technology which build up layer by layer material using welding to create a finished product. To this extent, we have developed the machine learning approach using the KNN regression model to predict the bead's height and width of the E71T1 mild steel sample by wire arc additive manufacturing (WAAM). We have conducted a systematic experimental study by varying the process parameters such as Voltage (V), Current (A) and wire feed rate (f), and the corresponding output value: height, and width of the bead are recorded. A total of 195 experiments were conducted, and the corresponding output values were noted. From the experimental data, 80% data was used to train the model, and 20% was used for testing the model. Further, the model's accuracy was predicted using an independent set of test samples. This approach will enable us to efficiently identify the optimal set of process parameters at a short time duration and reduce the traditional experimental methods. © 2023 SAE International. All Rights Reserved.","2023","2024-12-14 21:09:55","2024-12-14 21:53:07","","","","","","","","","","","","","SAE International","","English","","","Scopus","","","","Journal Abbreviation: SAE Techni. Paper.","<p>Export Date: 14 December 2024; Cited By: 1; Conference name: SAE International Conference on Advances in Design, Materials, Manufacturing and Surface Engineering for Mobility, ADMMS 2023; Conference date: 27 October 2023 through 28 October 2023; Conference code: 194241</p>; <p>Export Date: 14 December 2024; Cited By: 1; Conference name: SAE International Conference on Advances in Design, Materials, Manufacturing and Surface Engineering for Mobility, ADMMS 2023; Conference date: 27 October 2023 through 28 October 2023; Conference code: 194241</p>","","","Machine learning; Machine-learning; Wire arc; 3D printing; Additives; Engineering education; Wire; Manufacturing IS; Regression analysis; Additive manufacturing; Machine Learning; Machine learning approaches; Process parameters; 3-D printing; 3D-printing; Build-up layers; Output values; Printing technologies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SAE Technical Papers","","","","","","","","","","","","","","",""
